symbol,time,open,high,low,close,volume,ema_9,ema_21,pct_change,avg_volume,volume_surge,ema_crossover,momentum_up,rsi,macd,macd_signal,macd_hist,vwap_numerator,vwap_denominator,vwap,signal_score,buy_signal,short_signal
TSLA,2025-03-25 09:30:00-04:00,283.56,283.65,279.2,279.91,3161080,282.8005371980082,282.99435278703885,-1.2732787810383561,196685.45,True,False,False,28.806528494282574,-0.09026715492609583,0.11075624553719043,-0.20102340046328626,216541661782.8289,562587889,384.90281432778744,2,False,True
TSLA,2025-03-28 09:30:00-04:00,275.575,275.6,274.0,274.18,1143986,276.1971645401683,276.3779637618255,-0.4899647951221109,93495.9,True,False,False,29.901960784313715,-0.000807314847975249,0.30484525966503284,-0.3056525745130081,477730188524.7202,1269014402,376.4576570382534,2,False,True
