symbol,time,close,volume,ema_9,ema_21,pct_change,rsi,macd_hist,signal_score,buy_signal
QQQ,2025-03-21 05:21:00-04:00,476.88,6372,476.9869979962999,477.041843066396,-0.004193751310543892,38.04347826086872,0.015330771126000287,3,True
QQQ,2025-03-21 09:00:00-04:00,474.54,25890,474.8947150009096,475.30241427826155,-0.037917087967642704,27.681093908916267,0.009979505256977772,3,True
QQQ,2025-03-21 09:04:00-04:00,474.49,40728,474.5952272643727,475.0134302836292,0.054825717478856895,31.453657620433106,0.0027887741555717716,3,True
QQQ,2025-03-21 09:06:00-04:00,474.1301,19886,474.4805654491986,474.88738949060263,-0.0695316781182731,26.38792424873678,0.006597666534614466,3,True
QQQ,2025-03-21 09:23:00-04:00,473.77,20339,474.08061911217317,474.2736341644691,-0.035869519348441514,33.803627987328724,0.024507851933297686,3,True
QQQ,2025-03-21 09:30:00-04:00,474.95,605238,474.22677320738666,474.17464866966213,0.0,56.79012345679024,0.16042619809391545,3,True
SPY,2025-03-21 09:00:00-04:00,559.29,32607,559.6550224799685,560.0753681928696,-0.03396010581254716,23.033412259929875,0.005241155871889336,3,True
SPY,2025-03-21 09:04:00-04:00,559.3,29972,559.3793052077951,559.7929022559044,0.03756103668459687,26.140560195439818,0.0096837464884586,3,True
SPY,2025-03-21 09:06:00-04:00,559.06,28736,559.297955332989,559.6830597156236,-0.03754894773544404,22.62712873644817,0.02152820763618085,3,True
SPY,2025-03-21 09:10:00-04:00,558.9688,53750,559.0759305043923,559.4400225364548,0.0069418352924399684,23.508414074447273,0.02548194939218551,3,True
SPY,2025-03-21 09:24:00-04:00,558.25,57966,558.7656643838448,558.9740874640322,-0.07875566056311234,28.84638022366363,0.014582858856959424,3,True
SPY,2025-03-21 09:30:00-04:00,559.88,1516891,559.086185027391,558.9853049024057,0.0,61.83431952662696,0.18159096435236896,3,True
SPY,2025-03-21 10:21:00-04:00,559.53,264164,559.1784571113485,559.1308789268787,0.044700328994418115,54.31778929188198,0.09503025679078976,3,True
SPY,2025-03-21 11:53:00-04:00,559.32,317459,559.4446800426113,559.5998323839833,-0.06789351438269975,39.47797716150052,0.029967723060672052,3,True
SPY,2025-03-21 14:35:00-04:00,562.56,1579355,562.4872662905382,562.5546248676752,0.012444665682931344,38.85714285714145,0.028688236360664268,3,True
SPY,2025-03-21 15:37:00-04:00,562.4,155252,562.0324710860549,562.0004453257995,0.08542141230067912,61.92890373374532,0.04455485717053229,3,True
TSLA,2025-03-21 04:20:00-04:00,235.05,17937,238.8280505177122,280.2048415382903,-0.23344651952461604,35.474006116208045,10.924208044783526,3,True
TSLA,2025-03-21 04:23:00-04:00,234.67,11399,236.8616418650687,268.9191671963112,0.05116179918993602,30.325814536340204,11.635022393793143,3,True
TSLA,2025-03-21 04:25:00-04:00,234.42,10960,235.979450793644,262.93005553414145,0.008532423208174045,19.5250659630599,11.442970847781496,3,True
TSLA,2025-03-21 04:31:00-04:00,234.2,24281,234.93664962884904,250.593514270263,-0.21303792074989225,26.99999999999946,9.453853670851814,3,True
TSLA,2025-03-21 04:35:00-04:00,234.18,5216,234.36045168797665,245.32064904737584,0.2525793056209702,35.69620253164538,7.674590616273068,3,True
TSLA,2025-03-21 04:44:00-04:00,233.3,13123,233.78563110261405,238.67727433605552,0.03430237543950998,30.22598870056541,4.35410931160874,3,True
TSLA,2025-03-21 05:23:00-04:00,234.9,10182,234.2617197328019,234.20850195017195,0.1833923316415742,68.16143497757838,0.33220716829091734,3,True
TSLA,2025-03-21 06:47:00-04:00,234.93,6533,234.61310206582823,234.57922114829518,0.03832396525293991,63.8709677419356,0.06605637908660793,3,True
TSLA,2025-03-21 07:40:00-04:00,237.4,15297,236.85721506683433,236.5133898049949,0.2533783783783772,78.60696517413002,0.02041376758586011,3,True
TSLA,2025-03-21 09:17:00-04:00,235.15,125050,234.58919480121384,234.7238770140371,0.2344416027280527,65.34296028880851,0.11409311147932083,3,True
TSLA,2025-03-21 09:30:00-04:00,238.24,3644894,235.42748424688784,235.0247478503864,1.3787234042553331,77.89699570815449,0.2952106375000681,3,True
TSLA,2025-03-21 09:31:00-04:00,239.37,1378616,236.66598991800822,235.6854940912284,0.4743116185359275,82.85045361428158,0.537497039370518,3,True
TSLA,2025-03-21 09:33:00-04:00,240.9233,1099458,237.9684935475253,236.47566701754414,0.6005804121343772,86.94530055877122,0.6851810804233971,3,True
TSLA,2025-03-21 10:36:00-04:00,239.78,564908,239.20350625555972,239.13690898537317,0.2969841469025791,66.34797510597986,0.15828193760046158,3,True
TSLA,2025-03-21 11:51:00-04:00,241.1557,314837,240.40605768624263,240.39783419963362,0.38324973463483847,55.906112236387436,0.13194420977560198,4,True
TSLA,2025-03-21 12:11:00-04:00,242.8973,499124,242.07766848287034,241.57370643765057,0.30442669952646106,72.40012457883877,0.14500473956123533,3,True
TSLA,2025-03-21 12:12:00-04:00,243.46,356718,242.3541347862963,241.7451876705914,0.2316616940575278,78.00280028002821,0.1874371666704674,3,True
TSLA,2025-03-21 12:18:00-04:00,244.1061,493460,243.0863670134189,242.4181840617915,0.43811483891831315,80.53689720665193,0.11334085128287796,3,True
TSLA,2025-03-21 12:31:00-04:00,245.77,473436,244.88396036489846,244.0873270843725,0.22020144354280013,79.79125270214246,0.06689058629182498,3,True
TSLA,2025-03-21 13:36:00-04:00,247.0195,410971,246.11779706534722,245.75024024439398,0.3002679876563219,71.58985969197775,0.1827333021347523,3,True
TSLA,2025-03-21 14:41:00-04:00,247.23,220950,246.70070736610714,246.53266910299052,0.24734409212552322,69.117647058823,0.09815579737401733,3,True
TSLA,2025-03-21 15:37:00-04:00,245.6904,290059,245.23214291619166,245.20126685452888,0.21226088020558365,60.32957310329556,0.07395774694987542,4,True
TSLA,2025-03-21 15:46:00-04:00,247.08,481987,246.1189133294706,245.71646096527374,0.27393924636269773,81.36741814278007,0.18093205856779104,3,True
TSLA,2025-03-21 15:50:00-04:00,248.08,823258,246.86064289975118,246.22820433390729,0.47589153723093247,82.91259500542884,0.21630590768439106,3,True
TSLA,2025-03-21 15:54:00-04:00,248.96,731935,247.76581277173813,246.90118382207993,0.35881015794339,90.11991887840557,0.2356860740872624,3,True
QQQ,2025-03-24 06:17:00-04:00,486.36,4851,486.22060115594815,486.2143142050777,0.045254453449627974,61.11111111111006,0.007842467609204038,3,True
QQQ,2025-03-24 13:29:00-04:00,489.7,67720,489.4931400573971,489.48002234825856,0.030640384026137113,69.12710832898642,0.05260611919607966,3,True
QQQ,2025-03-24 14:39:00-04:00,489.9,257506,489.5437467949233,489.51489389046066,0.08171603677220585,64.89909250981844,0.02430140499795748,3,True
SPY,2025-03-24 14:39:00-04:00,572.95,480113,572.4694328246453,572.4259846093806,0.0855955001222819,73.90116712192936,0.06438187097239824,3,True
TSLA,2025-03-24 05:30:00-04:00,257.89,17813,258.31126949248426,258.54934010032656,-0.12006196746707776,38.54961832061027,0.06695734427637423,3,True
TSLA,2025-03-24 05:31:00-04:00,257.71,11597,258.19101559398746,258.4730364548423,-0.06979720035674708,34.19117647058815,0.03743085022360848,3,True
TSLA,2025-03-24 05:38:00-04:00,257.97,17061,258.2234446014963,258.350384759205,-0.2050290135396371,36.52482269503532,0.08901128524214014,3,True
TSLA,2025-03-24 06:18:00-04:00,258.0,10203,257.78321319520916,257.7712727517612,0.05817335660267542,63.54166666666889,0.05129335132375436,3,True
TSLA,2025-03-24 09:03:00-04:00,259.2995,41654,258.84367737134005,258.7833845338278,0.14270266095084416,61.48252578466898,0.036361263846142834,3,True
TSLA,2025-03-24 09:32:00-04:00,260.7549,1154120,259.1001768649661,259.04101398240454,0.18245735361919202,60.89161177117877,0.08060599867973305,3,True
TSLA,2025-03-24 09:33:00-04:00,261.79,1462750,259.6381414919729,259.29092180218595,0.3969628183401408,65.59933029874955,0.23743555558538965,3,True
TSLA,2025-03-24 10:17:00-04:00,271.79,1029512,269.9074309289226,268.7103890184723,0.3338678763286085,69.12003449850371,0.14090841667945764,3,True
TSLA,2025-03-24 12:45:00-04:00,273.625,496308,272.6820349682849,272.55899721724154,0.40179062855465464,65.29140890274023,0.06304706054048352,4,True
