timestamp,action,price,quantity
2025-03-19 09:27:00-04:00,BUY,117.3,84.0
2025-03-19 09:28:00-04:00,SELL,117.4,84.0
2025-03-19 09:30:00-04:00,BUY,117.84,84.0
2025-03-19 09:30:00-04:00,SELL,117.84,84.0
2025-03-19 09:31:00-04:00,BUY,117.975,84.0
2025-03-19 09:32:00-04:00,SELL,117.598,84.0
2025-03-19 09:33:00-04:00,BUY,117.59,84.0
2025-03-19 09:34:00-04:00,SELL,116.79,84.0
2025-03-19 09:46:00-04:00,BUY,116.55,84.0
2025-03-19 09:47:00-04:00,SELL,116.44,84.0
2025-03-19 09:54:00-04:00,BUY,117.31,83.0
2025-03-19 09:55:00-04:00,SELL,117.095,83.0
2025-03-19 10:07:00-04:00,BUY,117.9099,83.0
2025-03-19 10:08:00-04:00,SELL,117.86,83.0
2025-03-19 10:59:00-04:00,BUY,116.4261,84.0
2025-03-19 11:00:00-04:00,SELL,116.525,84.0
2025-03-19 11:01:00-04:00,BUY,116.65,84.0
2025-03-19 11:02:00-04:00,SELL,116.744,84.0
2025-03-19 11:05:00-04:00,BUY,116.935,84.0
2025-03-19 11:06:00-04:00,SELL,117.1,84.0
2025-03-19 11:11:00-04:00,BUY,117.3199,84.0
2025-03-19 11:12:00-04:00,SELL,117.195,84.0
2025-03-19 11:25:00-04:00,BUY,117.1899,84.0
2025-03-19 11:26:00-04:00,SELL,117.225,84.0
2025-03-19 12:11:00-04:00,BUY,117.94,83.0
2025-03-19 12:12:00-04:00,SELL,117.82,83.0
2025-03-19 12:30:00-04:00,BUY,117.77,83.0
2025-03-19 12:31:00-04:00,SELL,117.9082,83.0
2025-03-19 13:39:00-04:00,BUY,118.04,83.0
2025-03-19 13:40:00-04:00,SELL,118.1037,83.0
2025-03-19 14:00:00-04:00,BUY,118.62,83.0
2025-03-19 14:01:00-04:00,SELL,118.23,83.0
2025-03-19 14:16:00-04:00,BUY,119.1714,82.0
2025-03-19 14:17:00-04:00,SELL,119.0,82.0
2025-03-19 14:31:00-04:00,BUY,119.07,82.0
2025-03-19 14:32:00-04:00,SELL,119.2027,82.0
2025-03-19 14:53:00-04:00,BUY,119.245,82.0
2025-03-19 14:54:00-04:00,SELL,119.3101,82.0
2025-03-19 14:56:00-04:00,BUY,119.4512,82.0
2025-03-19 14:57:00-04:00,SELL,119.494,82.0
2025-03-19 15:00:00-04:00,BUY,119.7907,82.0
2025-03-19 15:01:00-04:00,SELL,119.75,82.0
2025-03-19 15:07:00-04:00,BUY,119.98,81.0
2025-03-19 15:08:00-04:00,SELL,120.275,81.0
2025-03-19 15:38:00-04:00,BUY,118.585,83.0
2025-03-19 15:39:00-04:00,SELL,118.6436,83.0
2025-03-19 15:44:00-04:00,BUY,119.05,82.0
2025-03-19 15:45:00-04:00,SELL,118.89,82.0
2025-03-19 15:58:00-04:00,BUY,117.435,83.0
2025-03-19 15:59:00-04:00,SELL,117.52,83.0
2025-03-19 04:00:00-04:00,BUY,582.2,16.0
2025-03-19 04:01:00-04:00,SELL,582.0,16.0
2025-03-19 06:02:00-04:00,BUY,582.43,16.0
2025-03-19 06:03:00-04:00,SELL,582.97,16.0
2025-03-19 07:01:00-04:00,BUY,583.2,16.0
2025-03-19 07:02:00-04:00,SELL,582.88,16.0
2025-03-19 07:47:00-04:00,BUY,584.63,16.0
2025-03-19 07:49:00-04:00,SELL,585.0,16.0
2025-03-19 07:54:00-04:00,BUY,584.85,16.0
2025-03-19 07:56:00-04:00,SELL,584.01,16.0
2025-03-19 08:03:00-04:00,BUY,585.5,16.0
2025-03-19 08:04:00-04:00,SELL,584.79,16.0
2025-03-19 08:40:00-04:00,BUY,583.0,16.0
2025-03-19 08:41:00-04:00,SELL,583.0,16.0
2025-03-19 08:42:00-04:00,BUY,583.51,16.0
2025-03-19 08:43:00-04:00,SELL,583.6,16.0
2025-03-19 08:47:00-04:00,BUY,584.0,16.0
2025-03-19 08:48:00-04:00,SELL,584.4992,16.0
2025-03-19 09:02:00-04:00,BUY,584.55,16.0
2025-03-19 09:03:00-04:00,SELL,584.5,16.0
2025-03-19 09:27:00-04:00,BUY,583.5,16.0
2025-03-19 09:28:00-04:00,SELL,584.6,16.0
2025-03-19 09:30:00-04:00,BUY,583.965,16.0
2025-03-19 09:30:00-04:00,SELL,583.965,16.0
2025-03-19 09:31:00-04:00,BUY,581.2873,16.0
2025-03-19 09:32:00-04:00,SELL,583.9335,16.0
2025-03-19 09:33:00-04:00,BUY,583.53,16.0
2025-03-19 09:34:00-04:00,SELL,580.34,16.0
2025-03-19 09:46:00-04:00,BUY,583.1275,16.0
